id,name,name_grel,name_grel_star,host_id,host_name,host_name 1,host_name 2,neighbourhood,neighbourhood_case,neighbourhood_loop,neighbourhood_cluster,latitude,longitude,room_type,price,price_crazy,minimum_nights,minimum_nights_long,number_of_reviews,last_review,last_review_timeless,reviews_per_month,calculated_host_listings_count,availability_365
21065183,(Cute/Cozy Private Bed AND Bath: Logan Sq/Bucktown),Cute/Cozy Private Bed AND Bath: Logan Sq/Bucktown,Cute/Cozy Private Bed AND Bath: Logan Sq/Bucktown,21525756,Laurel,Laurel,,Logan Square,Logan Square,Logan Square,Logan Square,41.92065265,-87.69385948,Private room,95,,1,,12,2018-05-28T00:00:00Z,2018-05-28,0.91,1,0
21065691,"(Spacious 1 bed in heart of Lincoln Park, Chicago)","Spacious 1 bed in heart of Lincoln Park, Chicago","Spacious 1 bed in heart of Lincoln Park, Chicago",67597667,Joe,Joe,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.92962309,-87.64442414,Entire home/apt,80,,2,,11,2018-09-23T00:00:00Z,2018-09-23,0.93,1,7
21066001,"(Hip, spacious condo in the heart of Wicker Park)","Hip, spacious condo in the heart of Wicker Park","Hip, spacious condo in the heart of Wicker Park",31685618,Jason,Jason,,West Town,West Town,West Town,West Town,41.90631157,-87.67275559,Entire home/apt,400,,2,,11,2018-10-08T00:00:00Z,2018-10-08,0.85,1,87
21075121,(Charming Room with Attached Private Sun Room),Charming Room with Attached Private Sun Room,Charming Room with Attached Private Sun Room,6457644,Lia,Lia,,Rogers Park,Rogers Park,Rogers Park,Rogers Park,42.0008719,-87.66751357,Private room,50,,7,,0,,,,1,0
21078574,(Historic Comfortable South Shore Bungalow),Historic Comfortable South Shore Bungalow,Historic Comfortable South Shore Bungalow,151427928,William And Naudra,William,Naudra,South Chicago,South Chicago,South Chicago,South Chicago,41.74606681,-87.57066615,Private room,50,,2,,24,2018-10-30T00:00:00Z,2018-10-30,1.95,1,51
21080672,(Entire home West Loop / River West),Entire home West Loop / River West,Entire home West Loop / River West,391453,Chris,Chris,,West Town,West Town,West Town,West Town,41.89503035,-87.65061068,Entire home/apt,150,,3,,2,2017-12-04T00:00:00Z,2017-12-04,0.15,1,0
21081632,(Spacious Lincoln Park condo w/ parking),Spacious Lincoln Park condo w/ parking,Spacious Lincoln Park condo w/ parking,2477391,Kim,Kim,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.9314896,-87.65863727,Entire home/apt,115,,2,,0,,,,1,0
21090640,(Warm Nostalgic Escape),Warm Nostalgic Escape,Warm Nostalgic Escape,126977695,Alex,Alex,,Garfield Ridge,Garfield Ridge,Garfield Ridge,Garfield Ridge,41.8090418,-87.73973878,Entire home/apt,200,,10,,0,,,,1,90
21092526,(CHINATOWN SQUARE APARTMENT [ROOM 3]),CHINATOWN SQUARE APARTMENT [ROOM 3],CHINATOWN SQUARE APARTMENT [ROOM 3],132063967,Chun,Chun,,Armour Square,Armour Square,Armour Square,Armour Square,41.85424777,-87.63364116,Private room,60,,1,,18,2018-10-21T00:00:00Z,2018-10-21,1.34,17,345
21092596,(CHINATOWN SQUARE APARTMENT [ROOM 4]),CHINATOWN SQUARE APARTMENT [ROOM 4],CHINATOWN SQUARE APARTMENT [ROOM 4],132063967,Chun,Chun,,Armour Square,Armour Square,Armour Square,Armour Square,41.8554348,-87.63396372,Private room,60,,1,,12,2018-10-08T00:00:00Z,2018-10-08,1.91,17,363
21092687,(CHINATOWN SQUARE APARTMENT [ROOM 5]),CHINATOWN SQUARE APARTMENT [ROOM 5],CHINATOWN SQUARE APARTMENT [ROOM 5],132063967,Chun,Chun,,Armour Square,Armour Square,Armour Square,Armour Square,41.85606417,-87.63419419,Private room,60,,1,,10,2018-09-10T00:00:00Z,2018-09-10,0.74,17,365
21092795,(CHINATOWN SQUARE APARTMENT [ROOM 6]),CHINATOWN SQUARE APARTMENT [ROOM 6],CHINATOWN SQUARE APARTMENT [ROOM 6],132063967,Chun,Chun,,Armour Square,Armour Square,Armour Square,Armour Square,41.85394229,-87.63303492,Private room,60,,1,,11,2018-10-08T00:00:00Z,2018-10-08,0.81,17,312
21095262,(Full Modern Apt Wicker Park Chicago),Full Modern Apt Wicker Park Chicago,Full Modern Apt Wicker Park Chicago,4321963,Larry,Larry,,West Town,West Town,West Town,West Town,41.90286999,-87.66813604,Entire home/apt,125,,3,,2,2017-10-15T00:00:00Z,2017-10-15,0.15,1,0
21095711,(Simple 2BR in Wicker Park by Sonder),Simple 2BR in Wicker Park by Sonder,Simple 2BR in Wicker Park by Sonder,12243051,Sonder,Sonder,,Logan Square,Logan Square,Logan Square,Logan Square,41.91553731,-87.68661264,Entire home/apt,117,,2,,12,2018-10-19T00:00:00Z,2018-10-19,0.97,127,177
21096632,(Warm & Modern Pilsen Home),Warm & Modern Pilsen Home,Warm & Modern Pilsen Home,9605438,Kelly,Kelly,,Lower West Side,Lower West Side,Lower West Side,Lower West Side,41.8593161,-87.65475367,Entire home/apt,80,,1,,18,2018-08-12T00:00:00Z,2018-08-12,1.34,1,0
21096983,(Comfy and colorful 1 bdrm next to Lake Michigan),Comfy and colorful 1 bdrm next to Lake Michigan,Comfy and colorful 1 bdrm next to Lake Michigan,76030865,Ilana,Ilana,,Uptown,Uptown,Uptown,Uptown,41.95743179,-87.64768497,Entire home/apt,85,,2,,3,2017-10-19T00:00:00Z,2017-10-19,0.22,1,0
21098632,(The Good Deal),The Good Deal,The Good Deal,139853378,Julio,Julio,,Gage Park,Gage Park,Gage Park,Gage Park,41.79041168,-87.7055597,Private room,60,,1,,0,,,,1,363
21099026,(Cora's bed and breakfast home.),Cora's bed and breakfast home.,Cora's bed and breakfast home.,151714400,Cora,Cora,,Washington Heights,Washington Heights,Washington Heights,Washington Heights,41.70822423,-87.63954192,Private room,41,,1,,0,,,,2,0
21107566,(Wicker Park - Close To Loop & Nightlife w/ Parking),Wicker Park - Close To Loop & Nightlife w/ Parking,Wicker Park - Close To Loop & Nightlife w/ Parking,10861138,Spencer,Spencer,,West Town,West Town,West Town,West Town,41.90100735,-87.6681825,Private room,69,,1,,2,2017-11-05T00:00:00Z,2017-11-05,0.15,1,0
21108037,(Cozy Room in Andersonville Abode),Cozy Room in Andersonville Abode,Cozy Room in Andersonville Abode,12158185,Kathlene,Kathlene,,Edgewater,Edgewater,Edgewater,Edgewater,41.98683614,-87.66482822,Private room,50,,2,,11,2018-09-30T00:00:00Z,2018-09-30,0.93,1,12
21108423,(Beautifully Renovated - Cozy & Chic Decor...ENJOY!),Beautifully Renovated - Cozy & Chic Decor...ENJOY!,Beautifully Renovated - Cozy & Chic Decor...ENJOY,91881711,Megan And Biancka,Megan,Biancka,Near North Side,Near North Side,Near North Side,Near North Side,41.90281064,-87.62987062,Entire home/apt,135,,5,,21,2018-10-31T00:00:00Z,2018-10-31,2.68,6,90
21110208,(Luxury Wicker Park Penthouse w/ Private Rooftop),Luxury Wicker Park Penthouse w/ Private Rooftop,Luxury Wicker Park Penthouse w/ Private Rooftop,6162,Jackie,Jackie,,West Town,West Town,West Town,West Town,41.91137395,-87.68425619,Entire home/apt,142,,1,,39,2018-11-08T00:00:00Z,2018-11-08,2.9,1,33
21111081,(2 BR apartment near O'Hare),2 BR apartment near O'Hare,2 BR apartment near O'Hare,128452488,Grace,Grace,,Dunning,Dunning,Dunning,Dunning,41.9505899,-87.83489247,Entire home/apt,100,,3,,20,2018-11-13T00:00:00Z,2018-11-13,2.62,3,150
21111543,(Apartment),Apartment,Apartment,152246750,Ben,Ben,,Lake view,Lake View,Lake View,Lake View,41.94379623,-87.66974946,Entire home/apt,85,,1,,1,2017-12-27T00:00:00Z,2017-12-27,0.09,1,0
21119022,(Custom Home near Wrigley with Parking - Sleeps 10!),Custom Home near Wrigley with Parking - Sleeps 10!,Custom Home near Wrigley with Parking - Sleeps 10,109467756,Jarod,Jarod,,Lake view,Lake View,Lake View,Lake View,41.95059121,-87.66971912,Entire home/apt,119,,2,,57,2018-11-12T00:00:00Z,2018-11-12,4.24,1,331
21120643,(2 Bed w/ Private Entrance Steps from Division St.),2 Bed w/ Private Entrance Steps from Division St.,2 Bed w/ Private Entrance Steps from Division St.,36559519,Jeffrey,Jeffrey,,West Town,West Town,West Town,West Town,41.90081671,-87.67543189,Entire home/apt,99,,2,,56,2018-11-11T00:00:00Z,2018-11-11,4.09,1,336
21123704,(Spacious condo close to Wrigley- parking included!),Spacious condo close to Wrigley- parking included!,Spacious condo close to Wrigley- parking included,29460365,Kathryn,Kathryn,,Avondale,Avondale,Avondale,Avondale,41.94601377,-87.70237257,Entire home/apt,200,,1,,3,2018-05-20T00:00:00Z,2018-05-20,0.42,3,0
21125731,(Avondale Apartment - All Yours!),Avondale Apartment - All Yours!,Avondale Apartment - All Yours,12192296,Jessa,Jessa,,Avondale,Avondale,Avondale,Avondale,41.93839916,-87.69635725,Entire home/apt,120,,1,,0,,,,1,0
21127394,"(Classy highrise BBQ grill & patio, 5 min to CUBS??_?Ù)","Classy highrise BBQ grill & patio, 5 min to CUBS??_?Ù","Classy highrise BBQ grill & patio, 5 min to CUBS??_?Ù",35781467,Sonia And Syed,Sonia,Syed,Uptown,Uptown,Uptown,Uptown,41.96171672,-87.6487604,Entire home/apt,200,,1,,46,2018-10-03T00:00:00Z,2018-10-03,3.42,27,252
21130339,(**Gorgeous Magnificent Mile 3br Condo**),**Gorgeous Magnificent Mile 3br Condo**,Gorgeous Magnificent Mile 3br Condo,4335446,Carrie,Carrie,,L??p,L??p,Loop,Loop,41.86998762,-87.62327258,Entire home/apt,320,,2,,17,2018-10-05T00:00:00Z,2018-10-05,2.12,20,19
21134146,(Wrigleyville Confort),Wrigleyville Confort,Wrigleyville Confort,131717124,Emormen,Emormen,,Lake view,Lake View,Lake View,Lake View,41.949976,-87.6606405,Entire home/apt,234,,1,,44,2018-11-04T00:00:00Z,2018-11-04,3.29,2,85
21136000,(1QueenSizeBedPrivateRmMcCormickGreenLineTrain),1QueenSizeBedPrivateRmMcCormickGreenLineTrain,1QueenSizeBedPrivateRmMcCormickGreenLineTrain,42524732,Kay,Kay,,Grand Boulevard,Grand Boulevard,Grand Boulevard,Grand Boulevard,41.81475376,-87.62193179,Private room,75,,1,,14,2018-10-29T00:00:00Z,2018-10-29,1.16,11,365
21148540,(2 bedroom in newly renovated hipster haven.),2 bedroom in newly renovated hipster haven.,2 bedroom in newly renovated hipster haven.,45990058,Erica,Erica,,Logan Square,Logan Square,Logan Square,Logan Square,41.91671777,-87.69834214,Entire home/apt,173,,5,,12,2018-08-31T00:00:00Z,2018-08-31,1.1,2,22
21149807,(The Greenleaf House - Room #1 Queen),The Greenleaf House - Room #1 Queen,The Greenleaf House - Room #1 Queen,5468317,Brian,Brian,,Rogers Park,Rogers Park,Rogers Park,Rogers Park,42.01115656,-87.66279506,Private room,60,,1,,52,2018-10-28T00:00:00Z,2018-10-28,3.87,8,342
21150120,(Great spot and great view),Great spot and great view,Great spot and great view,55566579,Serkan,Serkan,,Edgewater,Edgewater,Edgewater,Edgewater,41.98498663,-87.65501561,Entire home/apt,60,,2,,8,2018-03-25T00:00:00Z,2018-03-25,0.6,1,0
21152713,(1 Bed Blocks to Wrigleyville & Southport Corridor),1 Bed Blocks to Wrigleyville & Southport Corridor,1 Bed Blocks to Wrigleyville & Southport Corridor,149965697,Ricky,Ricky,,Lake view,Lake View,Lake View,Lake View,41.94354911,-87.65892684,Private room,250,,1,,2,2018-08-26T00:00:00Z,2018-08-26,0.15,3,164
21153383,(Cozy bedroom available in Albany park !),Cozy bedroom available in Albany park !,Cozy bedroom available in Albany park,38029311,Maria Jos??,Maria Jos??,,Albany Park,Albany Park,Albany Park,Albany Park,41.96542133,-87.71863115,Private room,28,,2,,12,2018-11-12T00:00:00Z,2018-11-12,0.88,1,35
21157736,(2BR Close to United Center & Downtown 1st fl aval),2BR Close to United Center & Downtown 1st fl aval,2BR Close to United Center & Downtown 1st fl aval,2630113,Nikkole,Nikkole,,West Town,West Town,West Town,West Town,41.89271808,-87.66224125,Entire home/apt,76,,1,,66,2018-11-12T00:00:00Z,2018-11-12,5.06,4,150
21159610,(Trendy Chicago Loft),Trendy Chicago Loft,Trendy Chicago Loft,14420993,Ryan,Ryan,,West Town,West Town,West Town,West Town,41.91245711,-87.67120485,Entire home/apt,195,,2,,22,2018-10-08T00:00:00Z,2018-10-08,1.68,1,89
21161463,(The Greenleaf House???Whole House),The Greenleaf House???Whole House,The Greenleaf House???Whole House,5468317,Brian,Brian,,Rogers Park,Rogers Park,Rogers Park,Rogers Park,42.01153525,-87.66260057,Entire home/apt,449,,1,,18,2018-10-14T00:00:00Z,2018-10-14,1.52,8,270
21165118,(Large bedroom in shared apartment in Logan Square),Large bedroom in shared apartment in Logan Square,Large bedroom in shared apartment in Logan Square,104058809,R. Scott,R. Scott,,Logan Square,Logan Square,Logan Square,Logan Square,41.92716151,-87.6976699,Private room,55,,1,,32,2018-10-14T00:00:00Z,2018-10-14,2.5,1,0
21169118,(Greystone Haven in Logan Square),Greystone Haven in Logan Square,Greystone Haven in Logan Square,16027807,Miriam,Miriam,,Logan Square,Logan Square,Logan Square,Logan Square,41.92394955,-87.71210831,Entire home/apt,119,,2,,51,2018-11-09T00:00:00Z,2018-11-09,5,2,71
21171039,(Private Rooms In Modern Spacious Apt Near Downtown),Private Rooms In Modern Spacious Apt Near Downtown,Private Rooms In Modern Spacious Apt Near Downtown,15244262,Catherine,Catherine,,Lower West Side,Lower West Side,Lower West Side,Lower West Side,41.85765665,-87.65571101,Private room,20,,1,,39,2018-11-12T00:00:00Z,2018-11-12,2.9,1,156
21173892,(Victorian Greystone Garden),Victorian Greystone Garden,Victorian Greystone Garden,18970201,Shawn,Shawn,,hyde park,Hyde Park,Hyde Park,Hyde Park,41.79465867,-87.599981,Entire home/apt,50,,1,,75,2018-11-09T00:00:00Z,2018-11-09,6.36,1,41
21174388,(Best deal in the area),Best deal in the area,Best deal in the area,43392136,William,William,,Gage Park,Gage Park,Gage Park,Gage Park,41.79359087,-87.70344791,Private room,45,,1,,74,2018-10-28T00:00:00Z,2018-10-28,5.52,4,364
21175462,(Julia Court Cottage Logan Square),Julia Court Cottage Logan Square,Julia Court Cottage Logan Square,152883086,Danica And Addison,Danica,Addison,Logan Square,Logan Square,Logan Square,Logan Square,41.92061255,-87.6989048,Entire home/apt,140,,2,,21,2018-10-08T00:00:00Z,2018-10-08,1.59,1,40
21175666,(#1 Hyde park luxury newly furnished PRIVATE RM&BTH),#1 Hyde park luxury newly furnished PRIVATE RM&BTH,#1 Hyde park luxury newly furnished PRIVATE RM&BTH,140160049,Shao,Shao,,Kenwood,Kenwood,Kenwood,Kenwood,41.80236963,-87.60256291,Private room,69,,1,,33,2018-11-14T00:00:00Z,2018-11-14,2.97,4,90
21176024,(Hip West Town Coach House w/ Fireplace),Hip West Town Coach House w/ Fireplace,Hip West Town Coach House w/ Fireplace,93020467,Candace,Candace,,West Town,West Town,West Town,West Town,41.89236476,-87.66134047,Entire home/apt,112,,3,,34,2018-11-12T00:00:00Z,2018-11-12,2.72,1,193
21177789,(#2 Hyde park PRIVATE luxury newly furnished room),#2 Hyde park PRIVATE luxury newly furnished room,#2 Hyde park PRIVATE luxury newly furnished room,140160049,Shao,Shao,,Kenwood,Kenwood,Kenwood,Kenwood,41.80353104,-87.6036474,Private room,59,,1,,54,2018-11-13T00:00:00Z,2018-11-13,3.99,4,87
21178038,(#3 Hyde park PRIVATE luxury newly furnished room),#3 Hyde park PRIVATE luxury newly furnished room,#3 Hyde park PRIVATE luxury newly furnished room,140160049,Shao,Shao,,Kenwood,Kenwood,Kenwood,Kenwood,41.80406548,-87.60266071,Private room,65,,1,,33,2018-11-03T00:00:00Z,2018-11-03,2.68,4,81
21178458,(Safe Hyde Park University of Chicago Law campus UC),Safe Hyde Park University of Chicago Law campus UC,Safe Hyde Park University of Chicago Law campus UC,144864627,Kashif,Kashif,,Woodlawn,Woodlawn,Woodlawn,Woodlawn,41.78464772,-87.59592532,Private room,39,,1,,4,2018-10-23T00:00:00Z,2018-10-23,2.86,3,354
21178747,(1 Students Very private Room Free wifi),1 Students Very private Room Free wifi,1 Students Very private Room Free wifi,132319381,Amelia,Amelia,,Rogers Park,Rogers Park,Rogers Park,Rogers Park,42.00379744,-87.66223798,Private room,41,,1,,10,2018-09-15T00:00:00Z,2018-09-15,0.74,4,361
21180306,"(THE CUTEST COZY SPOT!Private,SPA BATH!EASY COMMUTE)","THE CUTEST COZY SPOT!Private,SPA BATH!EASY COMMUTE","THE CUTEST COZY SPOTPrivate,SPA BATHEASY COMMUTE",152918055,Tiffany,Tiffany,,Austin,Austin,Austin,Austin,41.88569793,-87.77462499,Private room,38,,1,,29,2018-10-28T00:00:00Z,2018-10-28,3.07,4,358
21182082,(CITY LIVING BEAUTIFUL STUDIO. NEXT TO DOWNTOWN.),CITY LIVING BEAUTIFUL STUDIO. NEXT TO DOWNTOWN.,CITY LIVING BEAUTIFUL STUDIO. NEXT TO DOWNTOWN.,95841315,Nijole Z,Nijole Z,,Bridgeport,Bridgeport,Bridgeport,Bridgeport,41.83748917,-87.64493503,Private room,104,,1,,22,2018-10-29T00:00:00Z,2018-10-29,1.63,1,269
21187722,(Next to University of Chicago Private Bedroom),Next to University of Chicago Private Bedroom,Next to University of Chicago Private Bedroom,36737674,Lesa,Lesa,,Woodlawn,Woodlawn,Woodlawn,Woodlawn,41.78474909,-87.6112819,Private room,132,,2,,5,2018-04-07T00:00:00Z,2018-04-07,0.41,1,0
21188401,(Explore Museum Campus from a Luxury Apartment in South Loop),Explore Museum Campus from a Luxury Apartment in South Loop,Explore Museum Campus from a Luxury Apartment in South Loop,143825988,Reserve,Reserve,,L??p,L??p,Loop,Loop,41.86902435,-87.62641577,Entire home/apt,200,,2,,55,2018-11-05T00:00:00Z,2018-11-05,4.09,33,191
21189226,(Deluxe Queen with Private External Bathroom),Deluxe Queen with Private External Bathroom,Deluxe Queen with Private External Bathroom,31388576,Chris And Shay,Chris,Shay,Lake view,Lake View,Lake View,Lake View,41.93334757,-87.6549876,Private room,105,,1,,16,2018-09-20T00:00:00Z,2018-09-20,1.19,4,69
21189369,(large 4 bdrm close to Wrigley Field),large 4 bdrm close to Wrigley Field,large 4 bdrm close to Wrigley Field,151262400,David,David,,Irving Park,Irving Park,Irving Park,Irving Park,41.95330114,-87.70082048,Entire home/apt,200,,2,,13,2018-06-11T00:00:00Z,2018-06-11,0.98,1,0
21189762,(Lakeview apartment (Wrigley area)),Lakeview apartment (Wrigley area),Lakeview apartment (Wrigley area),153025288,George,George,,Lake view,Lake View,Lake View,Lake View,41.93410716,-87.66959941,Entire home/apt,120,,2,,2,2017-10-22T00:00:00Z,2017-10-22,0.15,1,0
21190134,(2 BRM Modern Townhouse in Super Hip Logan Square!),2 BRM Modern Townhouse in Super Hip Logan Square!,2 BRM Modern Townhouse in Super Hip Logan Square,26401428,Jessica,Jessica,,Logan Square,Logan Square,Logan Square,Logan Square,41.91471161,-87.70932672,Entire home/apt,250,,2,,9,2018-11-08T00:00:00Z,2018-11-08,0.72,1,12
21191282,(2 Bedroom 2 Bathroom Fully Furnished! Near Union!),2 Bedroom 2 Bathroom Fully Furnished! Near Union!,2 Bedroom 2 Bathroom Fully Furnished Near Union,89596337,K And S,K,S,Near West Side,Near West Side,Near West Side,Near West Side,41.87713547,-87.64254859,Entire home/apt,199,,30,,16,2018-09-07T00:00:00Z,2018-09-07,1.21,9,84
21198108,(Boho Chic stay central to many neighborhoods),Boho Chic stay central to many neighborhoods,Boho Chic stay central to many neighborhoods,10389208,Orysia,Orysia,,Lake view,Lake View,Lake View,Lake View,41.93373683,-87.67180226,Private room,100,,1,,4,2017-10-22T00:00:00Z,2017-10-22,0.3,1,24
21200535,(Designer Andersonville 4 Bedroom near Red Line),Designer Andersonville 4 Bedroom near Red Line,Designer Andersonville 4 Bedroom near Red Line,61819983,Joe,Joe,,Uptown,Uptown,Uptown,Uptown,41.97474059,-87.6605822,Entire home/apt,199,,2,,44,2018-11-05T00:00:00Z,2018-11-05,3.75,4,340
21201032,(Piece of Mind),Piece of Mind,Piece of Mind,64365094,Marcus,Marcus,,West Town,West Town,West Town,West Town,41.91125417,-87.7015288,Private room,125,,1,,16,2018-10-15T00:00:00Z,2018-10-15,1.19,1,365
21203098,(Cozy Lincoln Park Studio in a Trendy Location),Cozy Lincoln Park Studio in a Trendy Location,Cozy Lincoln Park Studio in a Trendy Location,12267571,James,James,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.92500385,-87.64943587,Entire home/apt,80,,2,,6,2018-06-18T00:00:00Z,2018-06-18,0.45,1,0
21203377,(Spacious Room in Pilsen),Spacious Room in Pilsen,Spacious Room in Pilsen,78460977,Maria,Maria,,Lower West Side,Lower West Side,Lower West Side,Lower West Side,41.85151205,-87.67728984,Private room,65,,1,,51,2018-10-28T00:00:00Z,2018-10-28,4.5,1,78
21204267,"(Duplex south of Chicago Loop, Free Parking/WIFI)","Duplex south of Chicago Loop, Free Parking/WIFI","Duplex south of Chicago Loop, Free Parking/WIFI",153169154,Andy,Andy,,Armour Square,Armour Square,Armour Square,Armour Square,41.84461456,-87.63653881,Entire home/apt,143,,2,,92,2018-11-02T00:00:00Z,2018-11-02,6.81,1,145
21205708,(Double room w train nearby and on-site host),Double room w train nearby and on-site host,Double room w train nearby and on-site host,31388576,Chris And Shay,Chris,Shay,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.93260702,-87.65508965,Private room,250,,1,,24,2018-07-24T00:00:00Z,2018-07-24,1.79,4,329
21206182,(Deluxe King Suite),Deluxe King Suite,Deluxe King Suite,31388576,Chris And Shay,Chris,Shay,Lake view,Lake View,Lake View,Lake View,41.93323783,-87.65632543,Private room,205,,1,,16,2018-10-09T00:00:00Z,2018-10-09,1.2,4,339
21206359,(Cozy 1st FL 2BR/1BA - McCormick/WhiteSox/Chinatown),Cozy 1st FL 2BR/1BA - McCormick/WhiteSox/Chinatown,Cozy 1st FL 2BR/1BA - McCormick/WhiteSox/Chinatown,153191896,Sharon,Sharon,,Bridgeport,Bridgeport,Bridgeport,Bridgeport,41.83901846,-87.63889519,Entire home/apt,75,,1,,45,2018-10-30T00:00:00Z,2018-10-30,3.6,2,70
21209707,(Lincoln Park Garden Master Suite),Lincoln Park Garden Master Suite,Lincoln Park Garden Master Suite,31388576,Chris And Shay,Chris,Shay,Lake view,Lake View,Lake View,Lake View,41.93387652,-87.65621162,Private room,205,,1,,19,2018-08-29T00:00:00Z,2018-08-29,1.4,4,223
21212082,(Vintage Gem in West Town),Vintage Gem in West Town,Vintage Gem in West Town,47116272,Patricia,Patricia,,West Town,West Town,West Town,West Town,41.89610968,-87.67236076,Private room,55,,1,,32,2018-11-13T00:00:00Z,2018-11-13,4.49,1,150
21216556,(Snazzy condo 2bed/2bath 5 min to CUBS??_?Ù),Snazzy condo 2bed/2bath 5 min to CUBS??_?Ù,Snazzy condo 2bed/2bath 5 min to CUBS??_?Ù,35781467,Sonia And Syed,Sonia,Syed,Uptown,Uptown,Uptown,Uptown,41.96280405,-87.64924536,Entire home/apt,200,,1,,61,2018-11-11T00:00:00Z,2018-11-11,4.51,27,261
21216616,(Industrial 4BR in Lake View by Sonder),Industrial 4BR in Lake View by Sonder,Industrial 4BR in Lake View by Sonder,12243051,Sonder,Sonder,,Lake view,Lake View,Lake View,Lake View,41.94051168,-87.66557606,Entire home/apt,181,,2,,22,2018-10-28T00:00:00Z,2018-10-28,1.7,127,175
21217036,(Penthouse w/ Parking in the heart of Wicker Park!),Penthouse w/ Parking in the heart of Wicker Park!,Penthouse w/ Parking in the heart of Wicker Park,153282233,Justin,Justin,,West Town,West Town,West Town,West Town,41.90524136,-87.67360077,Entire home/apt,80,,1,,35,2018-06-01T00:00:00Z,2018-06-01,2.67,2,0
21218377,(3 BR in the Heart of Lakeview),3 BR in the Heart of Lakeview,3 BR in the Heart of Lakeview,10509216,Stevi,Stevi,,Lake view,Lake View,Lake View,Lake View,41.94175123,-87.66588754,Entire home/apt,200,,3,,2,2018-05-28T00:00:00Z,2018-05-28,0.17,1,0
21218766,(Cozy Lincoln Park Apartment.),Cozy Lincoln Park Apartment.,Cozy Lincoln Park Apartment.,66345203,Renee,Renee,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.92362791,-87.6375478,Entire home/apt,78,,10,,1,2017-11-28T00:00:00Z,2017-11-28,0.08,1,0
21219773,(Charming! West Loop 1-Bedroom for Rent),Charming! West Loop 1-Bedroom for Rent,Charming West Loop 1-Bedroom for Rent,30595314,Lisa,Lisa,,Near West Side,Near West Side,Near West Side,Near West Side,41.88649937,-87.64380347,Entire home/apt,195,,2,,1,2017-10-15T00:00:00Z,2017-10-15,0.08,1,0
21219973,(b-OneTrainToTheMcCormickPlace),b-OneTrainToTheMcCormickPlace,b-OneTrainToTheMcCormickPlace,42524732,Kay,Kay,,Grand Boulevard,Grand Boulevard,Grand Boulevard,Grand Boulevard,41.81577272,-87.62057141,Shared room,100,,1,,5,2018-07-04T00:00:00Z,2018-07-04,0.37,11,335
21220279,(a-PublicTransit&FewMinAwayFromMcCormickPlace),a-PublicTransit&FewMinAwayFromMcCormickPlace,a-PublicTransit&FewMinAwayFromMcCormickPlace,42524732,Kay,Kay,,Grand Boulevard,Grand Boulevard,Grand Boulevard,Grand Boulevard,41.81509043,-87.62184073,Private room,35,,2,,8,2018-08-20T00:00:00Z,2018-08-20,0.63,11,360
21225449,(Spacious Private Bedroom & Bath- North of Wrigley!),Spacious Private Bedroom & Bath- North of Wrigley!,Spacious Private Bedroom & Bath- North of Wrigley,125586314,Jessica,Jessica,,Lake view,Lake View,Lake View,Lake View,41.95828177,-87.66552265,Private room,65,,1,,62,2018-10-28T00:00:00Z,2018-10-28,4.7,2,42
21227615,(Bright and Sunny Northside Room!),Bright and Sunny Northside Room!,Bright and Sunny Northside Room,20104094,Amanda,Amanda,,Irving Park,Irving Park,Irving Park,Irving Park,41.95349545,-87.71385018,Private room,40,,5,,17,2018-09-18T00:00:00Z,2018-09-18,2.09,1,211
21229497,(Nice Pilsen 1 room fully furnished and relaxing),Nice Pilsen 1 room fully furnished and relaxing,Nice Pilsen 1 room fully furnished and relaxing,6773534,Peters,Peters,,Lower West Side,Lower West Side,Lower West Side,Lower West Side,41.84813157,-87.67845047,Private room,50,,1,,12,2018-10-22T00:00:00Z,2018-10-22,1.91,2,364
21229568,"(Bright, Clean, Cozy Apt in Artsy Pilsen)","Bright, Clean, Cozy Apt in Artsy Pilsen","Bright, Clean, Cozy Apt in Artsy Pilsen",31420449,Lola,Lola,,Lower West Side,Lower West Side,Lower West Side,Lower West Side,41.85633411,-87.66434049,Entire home/apt,42,,2,,8,2018-03-18T00:00:00Z,2018-03-18,0.79,1,0
21230704,(Expansive 5BR in West Town by Sonder),Expansive 5BR in West Town by Sonder,Expansive 5BR in West Town by Sonder,12243051,Sonder,Sonder,,West Town,West Town,West Town,West Town,41.89202201,-87.661503,Entire home/apt,278,,2,,30,2018-10-13T00:00:00Z,2018-10-13,2.54,127,154
21231053,(BemaniHouse Chicago),BemaniHouse Chicago,BemaniHouse Chicago,111137433,Dennis,Dennis,,Humboldt Park,Humboldt Park,Humboldt Park,Humboldt Park,41.90415948,-87.71018291,Shared room,20,,1,,0,,,,1,0
21233857,(Downtown Chicago Apartment),Downtown Chicago Apartment,Downtown Chicago Apartment,20484267,Michael,Michael,,L??p,L??p,Loop,Loop,41.88671665,-87.6178794,Entire home/apt,250,,60,,1,2018-01-07T00:00:00Z,2018-01-07,0.1,1,0
